rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,rainfall_intensity,soil_moisture,river_level,river_level_change,elevation,slope,distance_to_river,historical_flood_frequency,flood_label
17.22,43.88,59.65,96.78,14.55,41.92,2.27,-0.17,2478.8,45.4,6.73,0.424,0
1.97,9.22,11.76,34.08,1.63,35.11,1.51,-0.1,1856.9,34.0,6.35,0.502,0
78.15,120.72,161.49,378.8,75.55,70.76,3.95,1.85,2885.7,36.7,8.89,0.215,1
2.44,4.49,9.07,17.08,2.61,37.58,1.36,-0.33,2322.0,43.6,7.54,0.414,0
53.2,76.09,103.25,211.82,57.37,61.19,2.55,0.71,1070.3,21.3,3.01,0.657,1
22.04,52.03,91.57,150.09,22.15,46.11,2.46,0.19,2344.9,35.9,6.98,0.36,0
5.74,14.39,20.28,35.95,4.98,50.39,1.76,-0.24,2523.1,53.9,8.26,0.366,0
3.39,11.46,26.92,55.3,4.4,30.6,1.53,-0.38,1219.9,34.1,3.38,0.671,0
45.58,101.38,131.15,232.66,52.44,86.67,4.05,1.64,2208.4,26.6,6.66,0.424,1
32.81,59.85,103.0,143.87,38.31,53.37,2.48,0.13,1394.3,25.2,3.91,0.609,0
22.77,25.11,41.55,69.03,21.57,53.53,1.77,0.06,2274.3,33.7,6.14,0.436,0
16.47,34.65,58.73,66.94,13.84,63.49,2.25,0.17,640.4,29.1,2.29,0.683,0
18.89,26.52,51.27,96.49,23.5,61.13,2.31,0.14,1222.2,31.5,4.15,0.711,0
2.37,5.66,9.48,15.77,1.69,23.71,1.6,-0.22,436.0,20.8,1.71,0.729,0
5.73,15.3,56.74,103.73,4.7,58.29,1.98,-0.39,602.0,19.0,2.12,0.781,0
24.81,34.24,54.39,80.24,28.24,60.68,2.19,0.28,2144.6,39.7,8.46,0.376,0
20.65,62.28,112.69,161.01,19.59,50.23,2.42,0.06,936.8,26.3,4.2,0.665,0
13.23,26.06,53.14,102.81,12.79,43.97,1.68,-0.21,619.9,21.1,1.85,0.846,0
6.42,24.56,30.55,46.59,7.74,47.81,1.65,-0.28,1767.6,26.2,5.98,0.467,0
19.66,44.01,77.05,120.41,21.68,49.19,2.1,0.15,1655.7,36.9,6.75,0.544,0
11.38,15.3,18.07,52.6,8.19,59.62,1.83,-0.14,2549.5,34.3,7.08,0.388,0
26.07,42.16,63.82,123.64,22.45,46.96,1.7,-0.2,1400.8,22.7,5.5,0.624,0
15.97,24.31,69.67,89.93,17.31,59.58,2.45,0.07,1861.4,37.5,5.81,0.579,0
4.68,18.08,29.01,54.09,5.52,64.44,1.37,-0.25,522.2,22.7,3.52,0.763,0
35.17,92.74,137.03,197.04,38.74,60.59,3.52,0.58,1496.6,39.6,4.87,0.527,1
35.81,77.35,150.87,248.22,27.61,56.05,3.57,0.4,2523.4,40.2,6.74,0.429,0
2.84,3.02,3.78,10.63,3.36,34.89,1.57,-0.3,1928.6,43.2,5.12,0.549,0
46.96,85.51,129.8,154.57,60.39,67.74,3.48,1.34,1646.8,28.0,4.69,0.571,1
65.52,98.47,160.75,259.42,57.47,76.54,5.01,1.7,2487.0,43.5,7.58,0.388,1
86.71,160.0,248.92,392.5,66.92,83.31,6.94,2.43,2161.7,34.6,7.07,0.485,1
60.37,128.41,215.08,333.67,42.84,68.94,5.48,0.98,2892.0,43.7,7.53,0.339,1
27.23,67.01,108.85,202.61,32.32,75.16,3.5,0.78,2125.6,35.2,5.72,0.436,0
13.31,44.92,79.07,160.25,15.37,78.4,3.03,0.28,1085.1,28.0,4.63,0.642,1
50.72,80.56,111.15,287.78,42.21,62.37,3.18,0.95,2620.6,51.2,6.84,0.391,1
76.08,81.63,130.46,210.44,83.26,60.68,2.34,1.03,424.7,17.9,1.74,0.799,1
26.29,44.78,67.6,105.5,20.8,70.09,2.52,0.15,2314.4,36.6,8.45,0.456,0
20.21,26.57,49.65,77.77,23.76,50.29,1.78,-0.08,652.4,19.8,2.18,0.793,0
30.26,45.27,80.91,192.95,28.92,53.97,2.12,0.1,744.7,21.8,3.07,0.71,1
10.05,11.09,16.97,50.91,8.81,49.8,1.64,-0.12,606.2,18.9,1.86,0.677,0
24.92,57.29,97.83,208.64,31.6,64.62,3.02,0.43,2226.8,43.3,6.59,0.519,0
10.08,11.61,19.42,44.96,8.98,59.81,1.57,0.02,1690.3,26.2,8.08,0.491,0
2.95,20.37,29.1,39.77,3.11,40.82,2.08,-0.19,2361.2,44.2,7.24,0.445,0
12.55,17.35,28.21,68.37,12.22,50.84,1.68,0.02,2341.6,43.0,6.29,0.431,0
20.9,54.93,116.18,224.1,23.13,79.73,3.87,0.63,2570.2,42.1,7.17,0.394,1
7.22,38.56,51.18,102.27,8.1,42.63,1.77,-0.21,1336.6,26.1,3.74,0.656,0
36.0,53.85,99.8,153.4,41.48,58.59,2.91,0.79,2838.9,45.7,7.44,0.447,0
46.08,66.29,90.36,150.83,41.97,47.46,2.53,0.35,1631.4,32.8,9.67,0.401,0
9.58,16.18,23.3,40.21,11.98,56.26,1.57,-0.2,2855.9,48.1,8.42,0.348,0
5.75,7.2,14.59,36.06,6.55,55.28,1.57,-0.24,589.8,27.3,4.29,0.613,0
10.33,18.09,25.33,40.15,8.08,55.01,1.61,-0.24,755.8,22.9,4.51,0.693,0
12.72,21.75,35.96,89.89,14.97,47.64,1.55,-0.04,3123.4,40.9,8.02,0.333,0
10.17,16.39,43.64,173.11,9.99,77.21,2.63,-0.01,595.3,26.3,2.12,0.85,0
32.25,44.32,56.78,119.4,30.93,54.44,2.41,0.41,2357.5,45.2,6.14,0.479,0
12.79,16.52,20.09,44.47,14.53,57.95,1.73,0.16,2784.4,49.3,7.83,0.35,0
31.63,37.75,49.98,64.72,26.57,43.67,1.74,0.15,955.4,20.2,2.75,0.807,0
41.21,77.21,124.93,168.93,51.37,65.93,3.45,1.01,2707.4,37.6,10.29,0.325,1
7.1,12.86,23.74,49.71,8.12,31.95,1.63,-0.3,1855.4,36.2,4.84,0.591,0
68.41,73.43,96.92,180.41,84.13,53.67,2.04,1.12,1270.4,25.3,5.42,0.577,1
17.44,26.82,57.62,99.39,20.93,66.49,2.31,0.08,2099.4,32.4,9.16,0.39,0
9.95,31.27,54.66,218.52,10.24,71.66,2.94,-0.17,2895.1,39.9,7.61,0.324,0
15.57,18.92,38.22,70.29,16.35,36.83,1.75,0.0,412.9,19.2,2.93,0.783,0
50.03,78.08,119.42,173.46,58.62,74.13,2.93,1.03,1019.0,21.3,3.75,0.707,1
54.6,126.36,172.7,371.23,59.54,69.34,4.1,1.56,1920.8,37.5,5.4,0.584,1
9.66,12.3,14.83,19.21,10.24,33.54,1.47,-0.09,2651.3,51.8,7.27,0.358,0
13.37,27.9,77.94,195.21,16.95,64.82,2.55,0.24,2127.9,31.9,5.98,0.464,0
29.21,35.99,51.71,70.74,32.44,37.5,1.7,0.13,2074.0,35.9,12.45,0.289,0
57.01,77.73,154.01,186.91,57.09,51.87,3.13,0.68,1496.5,29.6,6.06,0.498,1
41.46,66.76,156.93,224.97,53.5,83.53,4.38,1.55,447.3,24.4,2.41,0.815,1
8.36,10.05,33.15,87.35,9.67,43.43,1.78,-0.18,2068.0,35.0,13.0,0.316,0
1.83,2.2,5.89,9.14,2.1,25.37,1.53,-0.42,955.2,28.1,3.13,0.726,0
2.53,8.88,12.32,33.51,1.95,50.86,1.5,-0.17,973.6,27.0,2.99,0.741,0
20.92,57.98,76.67,94.6,16.51,68.53,2.47,0.25,825.0,29.0,2.44,0.818,0
55.46,89.93,166.19,308.34,68.37,68.67,3.86,1.63,2158.3,36.4,6.22,0.432,1
15.59,46.97,108.82,137.38,13.31,48.48,2.33,-0.13,1872.9,26.3,9.42,0.514,0
23.88,45.72,73.51,124.41,27.13,71.86,2.61,0.72,3115.8,42.4,8.69,0.331,0
5.19,7.63,13.69,28.5,6.71,29.92,1.45,-0.28,1053.4,27.4,3.33,0.691,0
4.08,8.99,13.89,15.84,5.3,52.86,1.84,-0.33,1621.2,33.6,5.3,0.529,0
62.12,118.51,190.53,259.87,73.59,68.95,4.38,1.78,817.5,32.0,2.69,0.732,1
28.13,52.04,71.6,96.76,32.17,47.76,2.12,0.17,882.6,23.6,2.53,0.77,0
18.66,61.85,75.64,191.66,18.99,87.05,3.12,0.46,1888.2,24.1,9.2,0.425,0
28.99,35.28,68.97,146.85,27.72,57.35,2.79,0.37,3149.9,57.1,8.77,0.282,0
2.58,11.64,21.44,38.08,2.01,32.0,1.64,-0.16,1607.3,24.0,6.86,0.542,0
23.39,29.96,83.77,158.52,24.76,65.94,2.95,0.37,1986.3,44.1,5.79,0.491,0
7.98,19.48,33.61,64.27,5.73,54.24,1.95,-0.1,2885.5,38.7,8.85,0.302,0
25.2,33.25,42.86,119.47,23.66,73.39,2.28,0.38,800.4,26.4,2.76,0.78,0
6.9,44.86,54.17,119.46,8.4,59.72,2.13,-0.16,2444.5,45.3,6.37,0.387,0
12.88,28.19,70.71,80.9,10.59,51.03,2.26,-0.09,1215.3,38.1,3.62,0.692,0
8.31,15.88,28.45,63.76,6.94,50.67,1.49,-0.2,608.0,22.6,2.77,0.722,0
25.85,47.08,64.65,75.09,27.59,60.54,2.06,0.36,1308.6,30.3,4.72,0.634,0
38.51,52.05,95.51,201.52,27.88,66.86,3.32,0.45,3022.9,48.1,9.05,0.314,0
18.09,24.8,31.76,48.1,19.03,47.94,1.75,0.22,2525.6,52.0,6.55,0.337,0
35.91,65.91,99.43,182.83,31.18,74.05,2.92,0.53,461.7,18.4,3.95,0.784,1
6.69,11.91,37.54,61.26,7.19,67.69,2.22,-0.23,444.3,17.2,2.44,0.812,0
11.51,27.89,31.29,86.48,8.49,44.12,1.75,-0.13,1375.6,38.3,8.97,0.483,0
1.05,2.64,13.75,18.27,0.74,33.05,1.6,-0.23,2917.2,49.5,8.23,0.375,0
9.23,14.32,34.71,90.15,11.96,57.16,2.13,0.04,2448.8,34.9,7.95,0.302,0
62.38,98.94,207.29,259.68,46.51,69.88,5.45,1.47,3129.6,49.9,8.41,0.234,1
47.92,70.72,94.36,163.19,37.29,68.48,3.04,0.49,930.9,23.4,2.98,0.635,0
16.99,29.82,48.59,82.42,17.33,59.91,1.87,-0.03,654.2,25.7,3.31,0.741,0
18.35,32.23,54.97,137.96,19.43,78.49,2.27,0.26,1923.8,31.5,5.33,0.546,0
8.53,30.15,56.0,102.44,6.0,51.34,2.1,-0.09,2492.6,37.9,7.97,0.288,0
8.0,40.2,66.87,126.57,8.91,46.76,2.05,-0.14,2124.1,42.0,5.75,0.522,0
17.91,37.83,106.57,245.14,20.23,79.62,3.8,0.38,1066.3,38.4,4.97,0.561,0
5.13,9.12,21.64,30.42,4.38,21.84,1.25,-0.37,2440.8,46.2,10.24,0.36,0
5.57,20.93,51.91,111.84,5.15,65.85,2.06,-0.29,1027.1,29.6,3.79,0.645,0
4.5,13.48,16.85,38.99,4.99,36.11,1.73,-0.25,3014.5,49.9,9.57,0.183,0
10.36,15.76,24.75,66.06,7.84,62.24,1.9,-0.19,2669.2,57.5,9.39,0.337,0
14.03,40.46,81.21,139.74,14.6,73.64,3.2,0.39,3041.4,49.1,9.46,0.179,0
17.07,27.09,55.96,227.58,16.44,80.02,3.02,0.09,782.9,27.3,8.39,0.52,0
15.33,24.76,52.56,68.96,12.3,55.45,1.93,-0.02,1136.1,38.4,3.07,0.68,0
23.86,57.95,71.17,171.09,18.22,66.75,2.68,0.11,920.8,28.6,4.47,0.727,0
15.44,25.12,33.67,49.44,12.24,50.81,1.39,0.03,681.8,21.0,12.38,0.412,0
1.84,2.51,16.07,23.83,1.34,30.96,1.56,-0.29,1768.6,26.8,9.57,0.345,0
14.93,66.02,118.76,215.15,15.95,62.91,3.11,0.0,2988.1,38.1,9.72,0.26,0
28.01,33.66,94.82,206.99,22.84,85.44,3.46,0.78,1149.0,31.7,7.23,0.594,0
11.72,39.41,53.33,146.85,10.75,65.77,2.26,0.02,905.2,23.7,5.41,0.635,0
2.51,8.66,18.95,31.29,2.3,35.33,1.4,-0.1,1675.5,33.4,11.4,0.357,0
14.43,40.66,61.65,144.28,11.85,57.98,2.55,-0.02,1769.9,39.2,8.86,0.424,0
9.32,29.2,64.86,134.25,8.58,45.87,2.14,-0.11,2588.0,51.7,8.01,0.308,0
77.58,95.09,131.63,318.87,63.73,80.45,4.95,2.61,2769.3,51.0,7.15,0.264,1
41.28,73.14,97.72,169.06,45.66,82.11,3.69,1.37,2052.4,37.4,9.48,0.334,1
28.71,40.18,50.46,89.83,26.24,57.95,2.2,0.22,2043.3,40.7,8.71,0.48,0
19.04,30.5,53.92,108.28,13.99,64.4,2.19,-0.12,1296.7,32.3,4.6,0.52,0
20.7,41.22,54.79,156.33,24.74,57.81,1.59,-0.02,1358.5,28.7,6.44,0.701,0
52.16,113.34,232.56,387.15,56.11,73.27,6.02,1.66,2156.1,40.8,6.02,0.545,1
10.98,16.07,40.57,55.03,11.3,54.78,2.21,-0.22,1563.0,33.5,5.55,0.529,0
29.98,51.62,99.78,263.21,22.77,79.59,3.53,0.51,2265.7,43.1,7.06,0.388,1
17.33,32.85,38.36,52.68,19.32,41.4,1.45,-0.18,907.2,15.8,2.5,0.72,0
35.81,54.02,61.25,73.8,40.64,67.04,2.52,0.85,3027.6,39.7,8.08,0.273,0
66.18,75.02,112.5,154.39,62.79,68.22,3.27,1.47,2324.3,33.3,7.38,0.452,1
4.75,11.46,16.28,20.59,4.28,33.89,1.73,-0.27,2440.3,41.5,6.65,0.378,0
48.28,85.86,159.98,197.0,54.98,79.86,4.93,1.64,1952.7,39.1,6.29,0.512,1
9.89,12.24,16.71,62.82,9.54,63.16,1.3,0.08,2418.7,45.9,7.63,0.363,0
1.22,1.64,4.01,6.07,0.89,37.54,1.29,-0.13,837.2,31.9,3.31,0.632,0
17.21,25.97,52.16,69.38,14.5,43.17,1.74,-0.12,2983.1,47.0,11.06,0.23,0
23.53,38.97,76.13,129.23,16.92,52.63,2.47,-0.02,2495.7,40.1,9.79,0.346,0
1.9,13.53,19.13,53.31,1.5,39.12,1.72,-0.29,527.4,22.8,1.85,0.794,0
4.46,8.81,28.49,54.75,3.62,48.89,1.58,-0.19,690.9,26.6,2.63,0.731,0
4.78,10.29,20.25,23.99,4.16,53.41,2.03,-0.41,2530.8,37.5,8.96,0.352,0
49.87,69.24,142.83,270.74,45.79,84.95,4.99,1.7,1973.5,34.2,5.21,0.539,1
34.29,37.83,47.8,145.59,28.6,63.38,2.36,0.49,1404.7,34.3,3.79,0.698,0
4.53,21.02,43.53,74.62,4.86,52.91,1.8,-0.27,933.1,19.7,2.86,0.622,0
45.01,76.65,120.17,283.81,51.82,81.61,4.73,2.11,2778.3,49.0,7.84,0.349,1
19.62,24.6,45.39,139.41,19.82,73.45,2.14,0.36,1765.6,35.8,11.81,0.293,0
53.75,76.46,110.94,220.36,66.2,59.61,2.69,0.94,996.1,31.3,5.49,0.652,1
17.55,37.51,56.17,62.44,15.68,64.76,2.19,0.19,2002.4,32.1,5.43,0.43,0
12.14,35.08,38.87,66.22,12.66,43.16,1.6,-0.03,566.9,27.7,1.97,0.792,0
40.32,61.63,69.12,185.02,41.87,85.45,2.89,1.14,1637.7,28.2,4.88,0.562,1
48.0,103.35,164.46,346.35,51.06,57.62,3.97,0.85,2961.6,43.6,9.63,0.237,1
0.96,3.99,7.31,17.9,0.9,44.2,1.89,-0.2,2500.8,51.5,7.42,0.372,0
20.88,86.46,97.93,179.44,18.39,64.96,2.22,-0.14,422.1,10.6,2.96,0.794,0
34.94,53.29,62.03,141.71,28.82,66.5,2.1,0.27,1371.0,32.7,4.25,0.639,0
33.14,41.37,103.39,177.88,33.75,63.48,2.67,0.54,2596.5,43.9,7.12,0.43,0
9.4,13.55,19.6,24.78,7.42,21.84,1.78,-0.27,2989.3,46.3,9.54,0.241,0
15.64,16.94,41.84,71.24,20.01,59.23,2.1,0.3,2751.5,37.8,7.31,0.346,0
44.4,109.11,175.34,294.41,53.07,66.38,3.82,1.0,827.2,24.3,2.8,0.649,1
7.16,8.17,12.01,28.62,5.34,24.83,1.61,-0.25,2900.0,55.4,8.08,0.34,0
20.37,39.51,65.82,117.23,18.77,77.69,2.7,0.39,934.7,24.5,2.76,0.679,0
2.92,5.3,10.39,12.75,3.28,15.54,1.54,-0.26,2867.0,50.4,8.14,0.324,0
23.0,71.06,158.04,211.03,24.16,66.52,4.18,0.27,1682.3,34.4,4.91,0.583,0
18.59,34.61,78.5,112.88,21.93,50.93,1.97,0.11,623.8,16.4,2.37,0.765,0
5.68,9.33,13.97,27.77,5.9,55.26,1.75,-0.36,634.5,31.3,4.55,0.718,0
33.27,89.69,106.1,210.17,30.5,60.51,3.35,0.54,3124.6,47.8,8.41,0.355,0
48.9,53.14,86.74,118.95,38.66,41.84,2.05,-0.02,2282.1,40.6,7.57,0.442,0
16.11,30.95,99.51,225.98,16.07,78.33,3.7,0.37,1947.5,39.1,7.0,0.457,0
4.88,8.84,23.07,47.56,4.16,48.97,1.8,-0.13,683.4,24.0,3.64,0.716,0
22.35,53.66,79.17,143.17,25.32,47.84,2.31,0.06,1873.4,43.2,6.07,0.472,0
11.42,34.28,60.47,82.96,9.34,49.17,1.87,-0.21,1596.2,35.3,6.59,0.486,0
12.82,23.38,40.49,79.21,12.28,58.6,1.79,-0.15,820.7,24.6,7.22,0.506,0
8.99,33.64,68.32,172.98,9.58,48.62,2.32,-0.06,3128.7,46.7,10.76,0.188,0
7.93,30.87,53.43,63.17,6.95,44.39,1.71,-0.16,1310.5,25.7,4.68,0.543,0
14.84,17.45,22.32,30.67,14.44,34.84,1.63,-0.28,758.6,21.2,2.38,0.769,0
14.12,28.2,49.37,88.51,10.61,33.69,1.96,-0.26,2975.2,55.9,7.84,0.383,0
32.84,63.78,104.44,193.8,33.89,71.99,3.79,0.78,2314.0,50.8,6.15,0.388,0
9.28,35.5,84.68,182.77,7.46,70.54,2.56,0.05,1265.5,28.3,6.88,0.442,0
29.59,72.72,142.23,193.34,37.16,52.78,3.03,0.33,2758.2,51.5,7.18,0.381,0
63.52,88.76,119.92,266.99,71.98,59.3,3.17,1.61,2765.6,47.7,8.26,0.352,1
20.79,52.74,107.64,188.73,18.57,77.5,3.26,0.2,1742.6,33.0,5.32,0.535,0
51.44,92.22,180.85,287.94,44.46,75.74,5.44,1.52,2904.0,48.7,8.74,0.163,1
21.18,42.57,70.71,109.73,25.14,55.03,2.17,0.18,692.3,30.5,2.68,0.813,0
5.11,16.31,52.82,62.08,4.28,49.08,1.95,-0.07,2710.0,33.8,7.36,0.482,0
12.0,16.47,23.66,64.59,13.48,33.26,1.54,-0.27,1573.0,26.2,4.58,0.541,0
6.91,8.67,13.33,20.91,8.46,19.59,1.44,-0.28,1520.2,37.3,4.25,0.575,0
10.63,18.8,32.23,55.66,12.58,54.62,1.93,0.03,1476.5,33.4,4.05,0.643,0
1.84,11.53,17.64,30.02,2.04,37.9,1.73,-0.48,1365.3,21.9,5.08,0.547,0
51.47,86.67,170.92,283.07,41.18,68.54,4.38,0.82,2190.6,45.5,6.31,0.459,1
24.14,35.1,73.84,114.5,19.72,74.45,3.01,0.12,1623.0,33.3,4.75,0.6,0
9.02,15.97,18.65,22.43,11.4,29.57,1.81,-0.42,1732.2,38.3,9.9,0.407,0
8.66,17.62,40.74,56.51,8.69,63.84,1.79,-0.11,1660.9,29.0,5.75,0.576,0
52.64,95.6,163.86,234.35,59.86,69.35,4.23,1.3,1014.5,34.0,4.61,0.661,1
7.23,8.4,11.73,31.29,8.85,53.19,1.48,0.03,1062.1,29.8,6.63,0.553,0
68.04,79.57,97.3,178.61,62.37,61.13,2.97,1.17,2329.8,40.2,8.16,0.431,1
13.67,34.83,66.12,89.12,10.2,51.78,2.29,-0.06,2534.5,46.8,7.79,0.305,0
12.44,24.75,40.56,73.82,15.24,53.62,1.93,0.08,2558.7,45.3,7.11,0.35,0
68.04,79.8,161.35,324.66,88.11,66.62,3.6,1.39,411.8,22.0,2.85,0.86,1
23.25,41.98,46.97,73.62,25.52,55.86,2.15,0.08,1873.1,46.6,7.48,0.515,0
7.82,25.16,84.47,149.79,7.58,65.34,3.11,-0.26,1765.5,33.1,7.58,0.45,0
10.16,12.94,51.45,136.06,11.6,51.86,1.8,-0.27,1726.8,36.6,5.38,0.538,0
3.13,3.46,6.27,15.78,2.58,19.75,1.62,-0.19,1362.8,36.8,5.31,0.64,0
2.64,20.31,27.96,74.24,3.42,50.8,1.96,-0.27,1307.1,25.4,3.51,0.552,0
2.35,6.07,9.64,21.04,2.51,31.12,1.36,-0.26,613.9,23.6,2.22,0.674,0
9.41,29.8,63.87,76.71,7.65,58.1,2.24,-0.18,1161.1,27.3,3.89,0.641,0
47.11,66.07,94.55,122.73,42.63,57.28,2.63,0.55,1469.8,30.6,4.98,0.481,0
51.23,73.47,114.01,220.99,56.92,87.15,4.37,2.12,1978.2,37.6,6.23,0.494,1
10.98,30.64,65.32,113.05,8.27,70.1,2.7,-0.12,2939.6,40.2,9.61,0.307,0
14.25,15.95,24.96,60.57,13.16,31.61,1.6,-0.02,1980.2,41.4,13.24,0.344,0
4.84,7.6,19.69,38.96,4.84,55.8,1.8,0.0,2420.9,53.0,11.59,0.259,0
3.59,5.73,8.96,21.91,3.03,24.59,1.14,-0.36,889.5,18.1,2.66,0.731,0
58.3,92.17,171.43,263.35,60.22,77.85,3.92,1.43,1105.9,20.0,3.59,0.664,1
70.07,105.28,128.87,298.29,63.02,79.84,3.76,1.7,2362.8,28.4,7.59,0.334,1
37.22,90.33,151.47,170.47,38.93,72.55,3.89,0.7,620.4,26.8,4.56,0.617,1
5.2,10.24,19.13,31.08,3.7,28.72,1.36,-0.31,688.4,25.6,3.65,0.594,0
14.82,17.78,29.22,47.86,12.38,26.09,1.41,-0.4,2841.0,45.2,9.53,0.347,0
4.25,8.02,12.34,14.05,5.42,37.35,1.64,-0.07,531.2,22.4,2.42,0.845,0
31.21,63.11,80.31,149.44,38.35,72.86,2.69,0.52,625.0,19.8,2.87,0.706,1
15.82,71.34,82.52,235.23,19.99,79.43,3.23,0.69,3028.8,46.9,8.42,0.3,0
36.32,75.35,133.41,258.58,34.58,61.41,2.87,0.19,1059.6,24.1,3.61,0.73,0
12.59,31.22,56.93,69.6,10.31,35.52,1.69,-0.35,2280.7,38.7,6.77,0.422,0
20.96,39.61,119.43,250.01,16.32,58.51,3.01,-0.08,2189.3,48.0,5.86,0.402,0
27.22,71.99,142.94,167.85,32.36,54.28,3.23,0.5,2891.7,41.5,9.69,0.257,0
56.8,65.47,132.86,188.67,50.25,82.31,5.04,1.83,2146.5,45.7,6.0,0.431,1
60.89,89.92,169.14,235.85,75.25,69.41,4.08,1.96,1799.3,35.6,5.24,0.617,1
47.07,67.24,105.66,146.15,45.86,48.4,2.25,0.22,2208.3,36.1,7.39,0.424,0
19.32,30.04,33.35,41.43,15.45,35.88,1.45,-0.15,1743.6,38.0,5.76,0.601,0
45.93,76.84,112.85,200.74,38.72,81.81,4.5,1.52,2902.1,47.0,8.1,0.396,1
2.11,8.0,12.56,29.44,2.44,46.65,1.6,-0.45,2550.2,56.6,7.09,0.403,0
10.66,31.31,64.44,139.39,13.0,79.83,2.87,-0.03,1695.5,32.0,9.63,0.439,0
68.26,102.48,169.92,344.03,68.54,68.74,4.59,1.94,2858.0,50.7,9.67,0.263,1
41.38,75.36,82.18,189.44,34.93,61.81,3.25,0.64,2116.6,43.9,8.93,0.41,0
34.55,67.65,101.56,147.57,30.02,63.7,3.28,0.45,2602.4,42.9,9.67,0.376,0
32.15,58.9,94.7,185.83,31.93,53.63,2.27,0.06,875.2,28.6,2.92,0.629,0
32.75,45.34,91.46,132.02,29.93,51.5,2.74,0.08,1783.5,35.5,4.84,0.537,0
21.8,43.43,61.09,71.74,21.39,39.17,1.72,0.06,1919.0,33.4,5.86,0.569,0
9.93,13.34,17.98,58.35,7.76,54.41,1.23,-0.28,1914.7,43.8,6.22,0.499,0
41.24,49.88,106.74,149.02,49.68,79.79,3.44,1.22,1100.1,21.2,3.87,0.624,1
53.32,97.04,153.24,180.58,61.96,84.59,4.27,1.81,1274.6,21.8,6.26,0.569,1
42.48,55.08,142.33,181.08,51.51,64.27,3.37,0.81,2321.4,33.5,8.57,0.323,0
15.21,24.25,45.15,56.8,19.21,58.3,1.71,0.08,1084.2,32.4,3.64,0.564,0
8.35,34.93,43.4,92.9,8.04,50.71,2.04,-0.09,2586.7,33.5,8.51,0.232,0
59.84,94.82,150.27,198.18,45.01,56.2,2.6,0.36,401.4,16.8,8.4,0.571,1
2.41,8.67,20.69,29.09,1.8,26.01,1.55,-0.44,2154.2,37.1,5.61,0.367,0
37.14,48.08,58.18,93.62,47.79,68.68,2.72,1.05,1583.8,32.7,6.85,0.506,0
2.75,9.16,18.27,37.17,2.88,55.01,1.6,-0.18,3051.9,52.1,9.45,0.292,0
6.4,12.77,15.82,30.85,7.18,21.11,1.86,-0.36,3079.1,46.1,9.22,0.257,0
9.18,19.76,22.7,60.15,8.03,65.1,1.75,-0.25,1515.8,34.5,9.56,0.318,0
11.58,22.23,35.02,52.55,9.0,61.86,1.91,-0.08,783.1,29.0,4.82,0.689,0
28.49,32.69,48.94,63.94,28.51,38.1,1.39,-0.27,454.1,19.0,4.42,0.741,0
5.37,28.45,55.9,67.75,4.15,57.78,2.64,-0.25,1284.5,36.6,3.89,0.635,0
6.82,46.49,53.17,152.93,7.93,76.37,2.75,0.16,2643.0,36.6,7.99,0.365,0
23.55,41.51,56.89,129.7,29.18,72.66,2.16,0.51,1138.7,18.3,7.85,0.528,0
16.6,55.3,71.57,190.8,14.7,72.74,2.9,0.04,2261.4,43.3,9.02,0.281,0
26.05,34.18,49.08,77.78,29.76,45.44,2.35,0.16,2423.2,42.0,8.26,0.485,0
16.76,29.52,52.51,128.45,15.1,59.63,2.34,-0.1,3117.7,51.4,8.99,0.319,0
5.45,25.63,53.12,60.04,4.09,61.94,1.88,-0.2,1048.1,20.9,3.26,0.721,0
16.81,25.85,38.87,49.6,15.14,35.48,1.28,-0.18,3022.8,50.3,7.95,0.344,0
7.59,15.68,19.59,27.04,9.87,50.57,1.94,-0.03,2729.4,44.0,8.12,0.288,0
33.54,54.61,164.37,189.98,35.14,56.39,2.86,0.27,1349.4,21.0,5.78,0.611,0
58.0,131.56,195.28,367.5,60.03,60.72,4.1,1.32,3123.4,48.6,13.96,0.188,1
16.52,40.72,78.14,97.61,13.6,69.49,3.06,0.18,2745.4,34.0,7.69,0.388,0
9.09,25.99,54.74,73.48,8.62,37.3,1.64,-0.39,1087.7,25.0,6.39,0.582,0
32.97,66.28,131.33,195.33,27.91,86.54,3.27,0.27,1296.6,14.3,3.55,0.706,0
27.68,50.07,67.71,118.74,28.28,70.08,2.78,0.72,1244.5,43.1,4.67,0.65,0
2.26,7.86,15.75,28.92,2.86,54.72,1.45,-0.23,2994.6,44.5,8.78,0.307,0
0.22,1.56,2.69,5.25,0.17,46.96,1.52,-0.31,830.7,24.0,4.68,0.72,0
7.61,26.62,39.25,99.74,8.69,59.67,2.34,-0.24,926.8,29.7,4.26,0.68,0
8.09,24.61,40.32,57.08,7.37,52.0,1.84,-0.28,984.3,31.1,3.26,0.642,0
7.25,28.13,60.1,96.47,5.44,41.45,1.69,-0.17,648.0,22.2,3.37,0.671,0
9.92,23.17,74.32,172.09,12.67,59.8,2.68,-0.05,2269.3,42.1,6.26,0.395,0
2.6,6.85,11.29,42.82,3.31,59.18,1.63,-0.42,3022.4,44.2,9.68,0.292,0
13.44,37.78,62.59,122.08,13.23,41.33,2.09,-0.18,2266.8,43.2,6.68,0.482,0
11.04,19.86,33.34,93.12,9.95,57.5,1.79,-0.29,1299.8,29.8,4.1,0.625,0
